Company index,Quoted,Country ISO code,NACE2,Operating revenue EU (Turnover LAY),Number of employees (LAY),Size classification,DPO,Purpose,Acquired data,Data sharing,Rights
4555,No,DK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,104885457.492369,155.0,Large or Very large company,1,1,1,1,0
4556,No,DE,REAL ESTATE ACTIVITIES,,1.0,Large or Very large company,1,1,1,0,1
4557,No,FI,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",93632009.0,556.0,Large or Very large company,0,0,0,0,0
4558,No,EE,MANUFACTURING,81609887.0,155.0,Large or Very large company,1,1,1,1,0
4559,No,HU,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",36485666.0051031,1253.0,Large or Very large company,0,1,1,1,1
4560,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,138755000.0,122.0,Large or Very large company,1,1,1,1,1
4561,No,IT,MANUFACTURING,17454353.0,35.0,Large or Very large company,1,1,1,1,1
4562,No,PT,INFORMATION AND COMMUNICATION,49994656.07,765.0,Large or Very large company,1,0,0,1,1
4563,No,FR,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",36817100.0,,Large or Very large company,0,1,1,1,0
4564,No,IT,MANUFACTURING,16467015.0,60.0,Large or Very large company,1,0,0,1,1
4565,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",36143549.0,222.0,Large or Very large company,1,1,0,0,1
4566,No,NL,MANUFACTURING,123936000.0,162.0,Large or Very large company,0,1,0,0,0
4567,No,NL,MANUFACTURING,,140.0,Large or Very large company,0,1,0,1,0
4568,No,SE,INFORMATION AND COMMUNICATION,133789890.982597,490.0,Large or Very large company,1,0,0,1,0
4569,No,LT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,10353783.0,363.0,Large or Very large company,1,0,1,1,1
4570,No,NL,INFORMATION AND COMMUNICATION,694973000.0,3106.0,Large or Very large company,1,1,1,0,1
4571,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15438963.69,3.0,Large or Very large company,1,0,1,1,1
4572,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",20255537.0,81.0,Large or Very large company,1,1,1,1,1
4573,No,BE,CONSTRUCTION,17588526.0,45.0,Large or Very large company,0,0,1,0,1
4574,No,AT,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,0,1,1,0
4575,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,8394728.0,31.0,Large or Very large company,0,1,1,1,0
4576,No,ES,INFORMATION AND COMMUNICATION,11555250.0,36.0,Large or Very large company,1,1,0,1,1
4577,No,ES,MANUFACTURING,151876197.06,439.0,Large or Very large company,1,0,1,0,1
4579,No,DK,MANUFACTURING,,161.0,Large or Very large company,1,0,1,1,1
4582,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",12213158.0,60.0,Large or Very large company,1,1,0,0,0
4583,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
4584,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,7.0,Large or Very large company,1,1,0,1,1
4585,No,IT,MANUFACTURING,228757660.0,1194.0,Large or Very large company,1,1,1,1,0
4587,No,SK,INFORMATION AND COMMUNICATION,11175082.0,,Large or Very large company,1,1,1,0,0
4588,No,NL,MANUFACTURING,41188151.0,143.0,Large or Very large company,0,0,1,1,1
4589,No,BE,MANUFACTURING,16901859.0,15.0,Large or Very large company,0,0,0,0,1
4590,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
4591,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,18810351.0,25.0,Large or Very large company,1,1,1,1,1
4593,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,13.0,Large or Very large company,0,0,0,0,1
4594,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,58205571.0,250.0,Large or Very large company,0,0,0,1,0
4595,No,LV,CONSTRUCTION,12551446.0,25.0,Large or Very large company,0,1,1,0,0
4597,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,0.0,,Large or Very large company,1,1,1,1,1
4598,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,99394492.018632,3.0,Large or Very large company,0,1,1,1,0
4599,No,SK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",12695568.0,,Large or Very large company,1,1,1,0,1
4601,No,PL,MANUFACTURING,71350454.0730868,,Large or Very large company,0,1,0,0,1
4602,No,BE,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,6433697.0,,Large or Very large company,0,0,0,0,0
4603,No,BG,REAL ESTATE ACTIVITIES,10092854.6256638,1.0,Large or Very large company,1,1,1,1,1
4604,Yes,DE,FINANCIAL AND INSURANCE ACTIVITIES,9807000.0,11.0,Large or Very large company,1,0,0,0,1
4605,No,IT,MANUFACTURING,22173411.0,35.0,Large or Very large company,1,1,0,1,1
4606,No,AT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",412019000.0,1165.0,Large or Very large company,1,1,1,1,1
4607,No,IT,REAL ESTATE ACTIVITIES,2791840.0,3.0,Large or Very large company,1,1,1,1,1
4608,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",36435068.0,43.0,Large or Very large company,0,0,1,1,1
4609,No,HR,TRANSPORTATION AND STORAGE,19103020.3429437,21.0,Large or Very large company,1,0,0,1,0
4610,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,1.0,Large or Very large company,1,0,0,0,1
4612,No,NL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",7229000000.0,17374.0,Large or Very large company,1,1,1,1,0
4613,No,IT,MANUFACTURING,24603484.0,65.0,Large or Very large company,1,0,0,1,1
4614,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,109789888.41,60.0,Large or Very large company,1,1,1,1,1
4615,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,955.48,,Large or Very large company,1,1,0,0,1
4616,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,1643.93,,Large or Very large company,1,1,0,0,1
4618,No,ES,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1683305.29,9.0,Large or Very large company,1,1,1,0,1
4619,No,FR,CONSTRUCTION,10312763.0,54.0,Large or Very large company,1,1,1,1,1
4621,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",14813762.0,114.0,Large or Very large company,1,1,1,1,1
4622,No,IT,FINANCIAL AND INSURANCE ACTIVITIES,580000.0,320.0,Large or Very large company,0,1,1,1,0
4624,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,17131509.0,41.0,Large or Very large company,1,1,1,0,1
4625,No,ES,MANUFACTURING,274655000.0,797.0,Large or Very large company,1,1,0,0,1
4626,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
4627,No,BG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,272468216.891324,65.0,Large or Very large company,1,0,1,0,1
4628,No,DK,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,66165834.0627453,374.0,Large or Very large company,0,0,0,0,0
4629,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",6534133.0,,Large or Very large company,0,0,0,1,0
4630,No,FI,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
4631,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
4633,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,65118547.82,139.0,Large or Very large company,1,0,1,0,1
4634,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,43903990.0,108.0,Large or Very large company,1,1,1,1,1
4636,No,PT,TRANSPORTATION AND STORAGE,15600904.47,7.0,Large or Very large company,1,1,0,0,1
4637,No,PT,MANUFACTURING,28282834.07,129.0,Large or Very large company,1,1,1,1,0
4638,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,50874054.26,403.0,Large or Very large company,0,0,0,0,1
4639,No,DE,MANUFACTURING,,33.0,Large or Very large company,1,1,1,1,1
4642,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,642574636.0,640.0,Large or Very large company,1,1,1,1,1
4643,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,139218307.0,402.0,Large or Very large company,1,0,1,0,1
4644,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,40642909.0,53.0,Large or Very large company,1,1,1,1,0
4645,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,44306927.75,108.0,Large or Very large company,0,1,0,1,1
4646,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,183504000.0,,Large or Very large company,0,1,1,1,0
4647,No,NL,MANUFACTURING,5392000000.0,4067.0,Large or Very large company,0,1,1,1,1
4648,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,220876648.930293,3.0,Large or Very large company,1,1,1,1,1
4649,No,AT,MANUFACTURING,,194.0,Large or Very large company,1,0,1,1,1
4650,No,IT,MANUFACTURING,33858673.0,133.0,Large or Very large company,1,0,0,1,0
4651,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",184223795.0,103.0,Large or Very large company,1,1,1,1,1
4652,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,1,1,0
4653,No,DE,MANUFACTURING,10500000.0,75.0,Large or Very large company,1,0,0,1,1
4655,No,LU,No Information,,150.0,Large or Very large company,1,1,1,1,1
4656,No,CY,FINANCIAL AND INSURANCE ACTIVITIES,40805109.0,60.0,Large or Very large company,1,0,1,1,1
4657,No,DE,MANUFACTURING,72641215.99,499.0,Large or Very large company,1,0,0,1,1
4658,No,SE,INFORMATION AND COMMUNICATION,10229895.1886088,55.0,Large or Very large company,0,0,0,0,1
4660,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5951985.0,21.0,Large or Very large company,1,1,1,1,1
4661,No,IT,MANUFACTURING,26727500.0,153.0,Large or Very large company,0,1,1,1,1
4662,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,20009151.0,18.0,Large or Very large company,1,1,1,1,1
4663,No,IT,MANUFACTURING,18124055.0,123.0,Large or Very large company,0,0,0,0,1
4664,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
4666,No,IT,FINANCIAL AND INSURANCE ACTIVITIES,0.0,,Large or Very large company,1,1,1,1,0
4667,Yes,DE,MANUFACTURING,191651000.0,1437.0,Large or Very large company,1,0,0,0,1
4668,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,50629000.0,82.0,Large or Very large company,1,0,0,0,1
4669,No,IT,MANUFACTURING,17385506.0,60.0,Large or Very large company,1,1,0,1,1
4670,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,17020469.0,14.0,Large or Very large company,1,1,1,1,1
4671,No,ES,MANUFACTURING,17409000.0,72.0,Large or Very large company,0,0,1,0,0
4672,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",16683401.0,93.0,Large or Very large company,1,1,1,1,1
4673,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",29934913.8668015,76.0,Large or Very large company,1,1,0,1,1
4674,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2666533458.66103,803.0,Large or Very large company,1,0,0,0,0
4675,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",96364680.01,243.0,Large or Very large company,1,1,1,1,1
4676,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,35318418.0,46.0,Large or Very large company,1,0,0,0,1
4677,No,IT,MANUFACTURING,14397092.0,87.0,Large or Very large company,1,1,1,1,0
4678,No,DE,TRANSPORTATION AND STORAGE,70620025.22,179.0,Large or Very large company,1,1,1,1,1
4679,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,18580000.0,,Large or Very large company,1,1,0,0,1
4680,No,MT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3258592.0,,Large or Very large company,1,1,1,1,1
4681,No,AT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",60455093.66,,Large or Very large company,1,1,1,0,1
4682,No,IT,INFORMATION AND COMMUNICATION,26268527.0,56.0,Large or Very large company,1,0,0,1,0
4683,No,MT,No Information,11864276.0,,Large or Very large company,0,1,0,1,0
4684,No,AT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,173.0,Large or Very large company,1,0,1,1,1
4685,No,DE,MANUFACTURING,67438642.22,1392.0,Large or Very large company,1,1,1,1,1
4686,No,NL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",9338595000.0,766.0,Large or Very large company,1,1,0,1,1
4687,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,10913981.0,28.0,Large or Very large company,1,1,1,1,1
4688,Yes,BE,INFORMATION AND COMMUNICATION,204124000.0,2177.0,Large or Very large company,0,0,0,1,1
4689,No,IE,"ARTS, ENTERTAINMENT AND RECREATION",4514943.0,150.0,Large or Very large company,1,1,1,1,1
4690,No,PT,MANUFACTURING,27343993.209,87.0,Large or Very large company,1,0,0,0,0
4691,No,BE,MANUFACTURING,165034000.0,591.0,Large or Very large company,0,1,1,1,0
4694,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,150.0,Large or Very large company,1,0,1,0,1
4695,No,SE,MANUFACTURING,31838167.6699991,138.0,Large or Very large company,1,1,1,1,1
4696,No,DE,MANUFACTURING,,1000.0,Large or Very large company,0,1,0,1,0
4697,No,IT,MANUFACTURING,20597265.0,40.0,Large or Very large company,1,1,1,1,1
4698,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,32811619.0,41.0,Large or Very large company,1,0,0,0,1
4699,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,1247.47,,Large or Very large company,1,1,0,0,1
4700,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,36049829.0,99.0,Large or Very large company,0,0,1,1,1
4701,No,DE,MANUFACTURING,15541377.0,98.0,Large or Very large company,0,1,1,1,1
4702,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,1642.45,,Large or Very large company,1,1,0,0,1
4703,No,ES,MANUFACTURING,71595223.88,295.0,Large or Very large company,0,0,1,0,0
4704,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,Large or Very large company,0,0,1,0,0
4705,Yes,FI,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",151818000.0,425.0,Large or Very large company,0,0,0,0,0
4706,No,ES,MANUFACTURING,72339050.55,157.0,Large or Very large company,0,1,0,1,1
4707,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,16413926.0,,Large or Very large company,1,1,1,1,1
4708,No,FR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,168742952.0,,Large or Very large company,1,1,1,1,1
4709,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,2.0,Large or Very large company,1,1,0,1,1
4710,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,1709.17,,Large or Very large company,1,1,0,0,1
4711,No,RO,MANUFACTURING,24666879.6606587,274.0,Large or Very large company,1,1,1,0,1
4712,No,DE,REAL ESTATE ACTIVITIES,,13.0,Large or Very large company,1,1,1,1,1
4713,No,NL,INFORMATION AND COMMUNICATION,,,Large or Very large company,1,1,1,1,1
4714,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,17547012.0,18.0,Large or Very large company,0,0,0,0,0
4715,Yes,BG,MANUFACTURING,109558717.815488,2041.0,Large or Very large company,1,1,1,1,1
4716,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,157766219.44,344.0,Large or Very large company,0,1,1,1,0
4717,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,1.0,Large or Very large company,1,1,1,1,1
4718,No,PL,INFORMATION AND COMMUNICATION,13388303.6947509,138.0,Large or Very large company,1,1,1,1,1
4719,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,7824413.0,,Large or Very large company,1,1,1,0,0
4720,No,BE,MANUFACTURING,325481020.0,178.0,Large or Very large company,0,1,1,1,1
4721,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,420935145.781,4322.0,Large or Very large company,1,1,1,1,1
4722,No,ES,MANUFACTURING,22087664.8930293,3.0,Large or Very large company,1,1,0,0,1
4723,No,SE,MANUFACTURING,28716838.7441064,0.0,Large or Very large company,1,1,1,1,0
4724,No,DE,MANUFACTURING,28330610.9,81.0,Large or Very large company,0,1,1,0,1
4725,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,248.0,Large or Very large company,0,1,0,1,0
4726,No,LT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28468704.0,1293.0,Large or Very large company,1,1,1,1,1
4727,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",327354208.0,181.0,Large or Very large company,0,0,1,1,1
4728,Yes,FR,MANUFACTURING,420000.0,130.0,Large or Very large company,1,1,0,1,0
4729,No,NL,TRANSPORTATION AND STORAGE,6601000000.0,36655.0,Large or Very large company,0,1,0,1,1
4730,No,IT,MANUFACTURING,25397262.0,47.0,Large or Very large company,1,1,0,0,1
4731,No,IT,MANUFACTURING,21513749.0,37.0,Large or Very large company,1,0,1,1,1
4732,No,RO,MANUFACTURING,143942912.719276,539.0,Large or Very large company,0,0,0,0,0
4733,No,IE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47188719.0,12.0,Large or Very large company,1,1,1,1,1
4734,No,DK,MANUFACTURING,44004263.6073457,54.0,Large or Very large company,0,0,0,1,0
4735,Yes,IT,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,358823000.0,934.0,Large or Very large company,0,0,0,0,0
4736,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,28178437.7296481,33.0,Large or Very large company,1,1,1,1,0
4737,No,DE,MANUFACTURING,13190671.26,42.0,Large or Very large company,0,0,0,1,1
4739,No,ES,MANUFACTURING,47407000.0,137.0,Large or Very large company,0,0,1,0,1
4740,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,21598700.2018089,198.0,Large or Very large company,1,1,1,1,1
4741,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,11538144.0,5.0,Large or Very large company,1,0,0,0,1
4742,Yes,BE,INFORMATION AND COMMUNICATION,2714000000.0,9240.0,Large or Very large company,1,1,1,1,1
4743,No,PL,INFORMATION AND COMMUNICATION,21851820.3938308,506.0,Large or Very large company,1,1,1,0,0
4744,No,PL,MANUFACTURING,253150018.75586,83.0,Large or Very large company,0,0,0,0,0
4745,No,IT,MANUFACTURING,21630000.0,80.0,Large or Very large company,1,1,1,1,0
4746,No,RO,TRANSPORTATION AND STORAGE,93999150.8941991,466.0,Large or Very large company,1,1,0,1,1
4750,No,GR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,34682645.0,61.0,Large or Very large company,1,1,1,0,1
4751,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,18741128.85,27.0,Large or Very large company,1,1,0,1,1
4753,No,DE,MANUFACTURING,,200.0,Large or Very large company,1,1,1,0,0
4754,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,51539800.0,,Large or Very large company,0,1,1,1,0
4755,No,CY,CONSTRUCTION,52641170.0,94.0,Large or Very large company,0,0,0,0,1
4756,No,NL,MINING AND QUARRYING,7066940.567,,Large or Very large company,0,1,0,1,0
4757,No,IT,MINING AND QUARRYING,2188191000.0,360.0,Large or Very large company,0,1,0,1,0
4758,No,SK,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",32049676.0,,Large or Very large company,0,0,0,1,1
4759,No,DE,MANUFACTURING,163234013.09,374.0,Large or Very large company,0,0,1,1,0
4760,No,MT,FINANCIAL AND INSURANCE ACTIVITIES,8014911.598,,Large or Very large company,1,1,1,1,1
4762,No,IT,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",37493583.0,62.0,Large or Very large company,1,0,0,1,1
4763,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,13403868.0,24.0,Large or Very large company,1,0,0,1,1
4764,No,BG,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,16334252.1665626,180.0,Large or Very large company,1,0,0,0,1
4765,No,BG,FINANCIAL AND INSURANCE ACTIVITIES,481647697.896419,5863.0,Large or Very large company,0,1,0,0,0
4766,No,BE,MANUFACTURING,49253290.0,111.0,Large or Very large company,1,1,1,1,1
4767,No,SE,REAL ESTATE ACTIVITIES,4226640.04915339,0.0,Large or Very large company,1,1,1,0,0
4768,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,0.0,Large or Very large company,1,1,1,1,0
4769,No,DE,INFORMATION AND COMMUNICATION,,149.0,Large or Very large company,1,0,1,1,1
4771,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,1,1,0
4772,No,SE,MANUFACTURING,253276965.800861,352.0,Large or Very large company,1,0,0,0,0
4773,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,553.0,,Large or Very large company,1,1,1,1,1
4774,No,PT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,35213511.13,388.0,Large or Very large company,1,0,0,1,1
4775,No,ES,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",19398000.0,,Large or Very large company,1,0,0,1,1
4776,No,GR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",11285092.0,90.0,Large or Very large company,1,1,1,1,1
4777,No,SE,MANUFACTURING,15978049.0772208,0.0,Large or Very large company,0,0,0,0,0
4778,No,FR,MANUFACTURING,16529959.0,67.0,Large or Very large company,1,1,1,1,0
4779,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10326963.0,55.0,Large or Very large company,1,1,0,1,1
4780,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,515996.0,,Large or Very large company,0,1,0,1,0
4781,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,27235240.0,315.0,Large or Very large company,1,1,0,1,0
4782,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,0,1,1,1
4783,No,LT,TRANSPORTATION AND STORAGE,13648966.0,195.0,Large or Very large company,1,0,1,1,1
4784,No,DE,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,277539533.17,2883.0,Large or Very large company,1,0,0,0,1
4785,Yes,SE,MANUFACTURING,2534921.40998507,24.0,Large or Very large company,1,1,1,1,1
4786,No,ES,MANUFACTURING,43046284.18,88.0,Large or Very large company,1,1,1,1,0
4787,No,SI,MANUFACTURING,47375749.0,416.0,Large or Very large company,1,1,1,0,1
4788,No,PL,MANUFACTURING,10826855.0913748,131.0,Large or Very large company,0,1,0,1,1
4789,Yes,IT,MANUFACTURING,546785000.0,2044.0,Large or Very large company,1,0,1,1,1
4790,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",12348580.0,18.0,Large or Very large company,1,1,0,1,1
4791,No,AT,MANUFACTURING,38318362.87,63.0,Large or Very large company,1,0,0,0,1
4792,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",54847012.0,316.0,Large or Very large company,1,1,1,1,1
4793,No,SE,MANUFACTURING,409236394.009778,1486.0,Large or Very large company,1,1,1,1,1
4794,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,2116000.0,,Large or Very large company,1,1,1,1,1
4795,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,274479000.0,301.0,Large or Very large company,1,1,1,1,1
